YearOlympic,OlympicName,OlympicCountry,OlympicCity,WinnerName,WinnerNationality,WinnerDateBirth,WinnerGender,Sport,Discipline,Medal
2000,2000 Summergames Sydney,Australia,Sydney,Mario Kindelan,Cuba,NULL,Man,Boxing,Lightweight,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Mahamatkodir Abdulajev,Uzbekistan,NULL,Man,Boxing,Light welterweight,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Makoto Takimoto,Japan,NULL,Man,Judo,73-81 kg,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Matt Ryan,Australia,NULL,Man,Equestrian,Eventing team,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Mark Huizinga,Netherlands,NULL,Man,Judo,81-90 kg,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Marius Urzica,Romania,NULL,Man,Gymnastics,Pommel horse,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Marty Nothstein,United States,NULL,Man,Cycling,Sprint,Gold
2000,2000 Summergames Sydney,Australia,Sydney,David Douillet,France,NULL,Man,Judo,+ 100 kg,Gold
2000,2000 Summergames Sydney,Australia,Sydney,David Musulbes,Slovakia,NULL,Man,Wrestling,- 130 kg freestyle,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Debbie Ferguson,Bahamas,NULL,Woman,Athletics,4 x 100 m relay,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Daniel Igali,Canada,NULL,Man,Wrestling,- 69 kg freestyle,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Christoph Sieber,Austria,NULL,Man,Sailing,Windsurfer,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Daina Gudzineviciute,Lithuania,NULL,Woman,Shooting,Trap,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Denise Lewis,Great Britain,NULL,Woman,Athletics,Heptathlon,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Dmitri Svatkovskiy,Russia,NULL,Man,Modern Pentathlon,Individual,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Derartu Tulu,Ethiopia,NULL,Woman,Athletics,10000 metres,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Cathy Freeman,Australia,NULL,Woman,Athletics,400 metres,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Bekzat Sattarchanov,Kazakhstan,NULL,Man,Boxing,Featherweight,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Ben Ainslie,Great Britain,NULL,Man,Sailing,Laser,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Beniamino Bonomi,Italy,NULL,Man,Canoeing,K-2 1000 metres,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Bernard Williams,United States,NULL,Man,Athletics,4 x 100 m relay,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Brahim Asloum,France,NULL,Man,Boxing,Light flyweight,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Brandon Slay,United States,NULL,Man,Wrestling,- 76 kg freestyle,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Brigitte McMahon,Switzerland,NULL,Woman,Triathlon,Individual,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Angel Valodia Matos Fuentes,Cuba,NULL,Man,Taekwondo,68-80 kg,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Angelo Taylor,United States,NULL,Man,Athletics,400 metre hurdles,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Anier Garcia,Cuba,NULL,Man,Athletics,110 metre hurdles,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Arnaud Tournant,France,NULL,Man,Cycling,Olympic sprint,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Antonella Belluti,Italy,NULL,Woman,Cycling,Points race,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Antonio Rossi,Italy,NULL,Man,Canoeing,K-2 1000 metres,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Armen Nazaryan,Bulgaria,NULL,Man,Wrestling,-58 kg greco-roman,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Arsi Harju,Finland,NULL,Man,Athletics,Shot put,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Audley Harrison,Great Britain,NULL,Man,Boxing,Super heavyweight,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Aleksandr Moskalenko,Russia,NULL,Man,Gymnastics,Trampoline individuak,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Alireza Dabir,Iran,NULL,Man,Wrestling,- 58 kg freestyle,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Adam Saitiev,Russia,NULL,Man,Wrestling,- 85 kg freestyle,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Agnes Kovacs,Hungary,NULL,Woman,Swimming,200m breaststroke,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Akanides Kakhiasvilis,Greece,NULL,Man,Weightlifting,94 kg,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Alessandra Sensini,Italy,NULL,Woman,Sailing,Windsurfer,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Aleksandr Lebziak,Russia,NULL,Man,Boxing,Light heavyweight,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Galabin Boevski,Bulgaria,NULL,Man,Weightlifting,69 kg,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Gervasio Deferr,Spain,NULL,Man,Gymnastics,Vault,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Gezahgne Abera,Ethiopia,NULL,Man,Athletics,Marathon,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Giuseppe Maddaloni,Italy,NULL,Man,Judo,66-73 kg,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Guido Fulst,Germany,NULL,Man,Cycling,Team pursuit,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Guillermo Rigondeaux Ortiz,Cuba,NULL,Man,Boxing,Bantamweight,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Gyorgy Kolonics,Hungary,NULL,Man,Canoeing,C-1 500 metres,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Haile Gebreselassie,Ethiopia,NULL,Man,Athletics,10000 metres,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Halil Mutlu,Turkey,NULL,Man,Weightlifting,56 kg,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Heike Drechsler,Germany,NULL,Woman,Athletics,Long jump,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Elisabeth Lipa,Romania,NULL,Woman,Rowing,Eights,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Ellina Zvereva,Belarus,NULL,Woman,Athletics,Discus throw,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Erki Nool,Estonia,NULL,Man,Athletics,Decathlon,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Felix Savon,Cuba,NULL,Man,Boxing,Heavyweight,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Yanina Karolchik,Belarus,NULL,Woman,Athletics,Shot put,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Franck Dumoulin,France,NULL,Man,Shooting,Air pistol,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Filiberto Azcuy,Cuba,NULL,Man,Wrestling,-69 kg greco-roman,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Irina Karavaeva,Russia,NULL,Woman,Gymnastics,Trampoline individual,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Ivan Pedroso,Cuba,NULL,Man,Athletics,Long jump,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Jae-Eun Jung,South Korea,NULL,Woman,Taekwondo,49-57 kg,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Ian Percy,Great Britain,NULL,Man,Sailing,Finn,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Igors Vihrovs,Lithuania,NULL,Man,Gymnastics,Floor,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Imre Palai,Hungary,NULL,Man,Canoeing,C-2 500 metres,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Hossein Rezazadeh,Iran,NULL,Man,Weightlifting,+ 105 kg,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Hossein Tavakoli,Iran,NULL,Man,Weightlifting,105 kg,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Hua Yuan,China,NULL,Woman,Judo,+ 78 kg,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Hamza Yerlikiya,Turkey,NULL,Man,Wrestling,- 85 kg greco-roman,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Huseyin Ozkan,Turkey,NULL,Man,Judo,60-66 kg,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Ian Crocker,United States,NULL,Man,Swimming,4 x 100m medley relay,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Jan Zelezny,Czech Repunlic,NULL,Man,Athletics,Javelin throw,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Isabel Fernandez,Spain,NULL,Woman,Judo,52-57 kg,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Ekaterina Karsten,Belarus,NULL,Woman,Rowing,Single sculls,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Jermakan Ibraimov,Kazakhstan,NULL,Man,Boxing,Light middleweight,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Jeroen Dubbeldam,Netherlands,NULL,Man,Equestrian,Jumping individual,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Evgeni Kafelnikov,Russia,NULL,Man,Tennis,Singles,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Jonas Edman,Sweden,NULL,Man,Shooting,"Small-bore rifle, prone",Gold
2000,2000 Summergames Sydney,Australia,Sydney,Jonathan Edwards,Great Britain,NULL,Man,Athletics,Triple jump,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Trine Hattestad,Norway,NULL,Woman,Athletics,Javelin throw,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Varteres Samourgachev,Russia,NULL,Man,Wrestling,-63 kg greco-roman,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Vyacheslav Ekimov,Russia,NULL,Man,Cycling,Time trial road,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Tom Malchow,United States,NULL,Man,Swimming,200m butterfly,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Thomas Schmidt,Germany,NULL,Man,Canoeing,K-1 slalom,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Timea Nagy,Hungary,NULL,Woman,Fencing,Épée,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Tony Estanguet,France,NULL,Man,Canoeing,C-1 slalom,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Tereza Marinova,Bulgaria,NULL,Woman,Athletics,Triple jump,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Sun-Hee Lee,South Korea,NULL,Woman,Taekwondo,57-67 kg,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Weining Lin,China,NULL,Woman,Weightlifting,69 kg,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Virgilius Alechna,Lithuania,NULL,Man,Athletics,Discus throw,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Wang Liqin,China,NULL,Man,Table Tennis,Doubles,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Wijan Ponlid,Thailand,NULL,Man,Boxing,Flyweight,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Xia Yang,China,NULL,Woman,Weightlifting,53 kg,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Xinpeng Ji,China,NULL,Man,Badminton,Singles,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Xiao Hailang,China,NULL,Man,Diving,Synchronized 3 metre springboard,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Xiaomin Chen,China,NULL,Woman,Weightlifting,63 kg,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Yang Ling,China,NULL,Man,Shooting,Running target,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Yelena Yelesina,Russia,NULL,Woman,Athletics,High jump,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Yalin Cai,China,NULL,Man,Shooting,Air rifle,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Zemfira Meftakhetdinova,Azerbaijan,NULL,Woman,Shooting,Skeet,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Young-Ho Kim,South Korea,NULL,Man,Fencing,Foil,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Zhan Xugang,China,NULL,Man,Weightlifting,77 kg,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Zhicao Gong,China,NULL,Woman,Badminton,Singles,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Zhong Chen,China,NULL,Woman,Taekwondo,+ 67 kg,Gold
2000,2000 Summergames Sydney,Australia,Sydney,Therese Alshammar,Sweden,NULL,Woman,Swimming,100m freestyle,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Therese Alshammar,Sweden,NULL,Woman,Swimming,50m freestyle,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Therese Alshammar,Sweden,NULL,Woman,Swimming,4 x 100m freestyle relay,Broze
2000,2000 Summergames Sydney,Australia,Sydney,Ekaterina Lobazniouk,Russia,NULL,Woman,Gymnastics,Balance beam,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Ekaterina Lobazniouk,Russia,NULL,Woman,Gymnastics,Team all-around,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Ekaterina Lobazniouk,Russia,NULL,Woman,Gymnastics,Vault,Broze
2000,2000 Summergames Sydney,Australia,Sydney,Matthew Welsh,Australia,NULL,Man,Swimming,100m backstroke,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Matthew Welsh,Australia,NULL,Man,Swimming,4 x 100m medley relay,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Matthew Welsh,Australia,NULL,Man,Swimming,200m backstroke,Broze
2000,2000 Summergames Sydney,Australia,Sydney,Petria Thomas,Australia,NULL,Woman,Swimming,4 x 200m freestyle relay,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Petria Thomas,Australia,NULL,Woman,Swimming,4 x 100m medley relay,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Petria Thomas,Australia,NULL,Woman,Swimming,200m butterfly,Broze
2000,2000 Summergames Sydney,Australia,Sydney,Petar Merkov,Bulgaria,NULL,Man,Canoeing,K-1 1000 metres,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Petar Merkov,Bulgaria,NULL,Man,Canoeing,K-1 500 metres,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Tanya Lawrence,Jamaica,NULL,Woman,Athletics,100 metres,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Tanya Lawrence,Jamaica,NULL,Woman,Athletics,4 x 100 m relay,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Mathieu Gourdain,France,NULL,Man,Fencing,Sabre,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Mathieu Gourdain,France,NULL,Man,Fencing,Sabre team,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Martina Moravcova,Slovakia,NULL,Woman,Swimming,100m butterfly,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Martina Moravcova,Slovakia,NULL,Woman,Swimming,200m freestyle,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Leisel Jones,Australia,NULL,Woman,Swimming,4 x 100m medley relay,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Leisel Jones,Australia,NULL,Woman,Swimming,100m breaststroke,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Lorraine Graham,Jamaica,NULL,Woman,Athletics,400 metres,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Lorraine Graham,Jamaica,NULL,Woman,Athletics,4 x 400 m relay,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Gianna Hablützel-Bürki,Switzerland,NULL,Woman,Fencing,Épée,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Gianna Hablützel-Bürki,Switzerland,NULL,Woman,Fencing,Épée team,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Jingjing Guo,China,NULL,Woman,Diving,3 metre springboard,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Jingjing Guo,China,NULL,Woman,Diving,Synchronized 3 metre springboard,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Jia Hu,China,NULL,Man,Diving,10 metre platform,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Jia Hu,China,NULL,Man,Diving,Synchronized 10 metre platform,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Hugues Obry,France,NULL,Man,Fencing,Épée,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Hugues Obry,France,NULL,Man,Fencing,Épée team,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Deon Hemmings,Jamaica,NULL,Woman,Athletics,400 metre hurdles,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Deon Hemmings,Jamaica,NULL,Woman,Athletics,4 x 400 m relay,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Wilson Kipketer,Denemark,NULL,Man,Athletics,3000 metre steeplechase,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Wilson Kipketer,Denemark,NULL,Man,Athletics,800 metres,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Victor Wunderle,United States,NULL,Man,Archery,Individual,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Victor Wunderle,United States,NULL,Man,Archery,Team,Broze
2000,2000 Summergames Sydney,Australia,Sydney,Beverly McDonald,Jamaica,NULL,Woman,Athletics,4 x 100 m relay,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Beverly McDonald,Jamaica,NULL,Woman,Athletics,200 metres,Broze
2000,2000 Summergames Sydney,Australia,Sydney,Beatrice Caslaru,Romania,NULL,Woman,Swimming,200m medley,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Beatrice Caslaru,Romania,NULL,Woman,Swimming,400m medley,Broze
2000,2000 Summergames Sydney,Australia,Sydney,Aleksandr Beresh,Ukraine,NULL,Man,Gymnastics,Team all-around,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Aleksandr Beresh,Ukraine,NULL,Man,Gymnastics,Individual all-around,Broze
2000,2000 Summergames Sydney,Australia,Sydney,Alexey Bondarenko,Russia,NULL,Man,Gymnastics,Vault,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Alexey Bondarenko,Russia,NULL,Man,Gymnastics,Team all-around,Broze
2000,2000 Summergames Sydney,Australia,Sydney,Ato Boldon,Trinidad and Tobago,NULL,Man,Athletics,100 metres,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Ato Boldon,Trinidad and Tobago,NULL,Man,Athletics,200 metres,Broze
2000,2000 Summergames Sydney,Australia,Sydney,Anne Montminy,Canada,NULL,Woman,Diving,Synchronized 10 metre platform,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Anne Montminy,Canada,NULL,Woman,Diving,10 metre platform,Broze
2000,2000 Summergames Sydney,Australia,Sydney,Igor Basinski,Belarus,NULL,Man,Shooting,Free pistol,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Igor Basinski,Belarus,NULL,Man,Shooting,Air pistol,Broze
2000,2000 Summergames Sydney,Australia,Sydney,Ji Ling,China,NULL,Woman,Gymnastics,Uneven bars,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Ji Ling,China,NULL,Woman,Gymnastics,Team all-around,Broze
2000,2000 Summergames Sydney,Australia,Sydney,Joo-Hyung Lee,South Korea,NULL,Man,Gymnastics,Parallel bars,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Joo-Hyung Lee,South Korea,NULL,Man,Gymnastics,Horizontal bar,Broze
2000,2000 Summergames Sydney,Australia,Sydney,Gete Wami,Ethiopia,NULL,Woman,Athletics,10000 metres,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Gete Wami,Ethiopia,NULL,Woman,Athletics,5000 metres,Broze
2000,2000 Summergames Sydney,Australia,Sydney,Geoff Huegill,Australia,NULL,Man,Swimming,4 x 100m medley relay,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Geoff Huegill,Australia,NULL,Man,Swimming,100m butterfly,Broze
2000,2000 Summergames Sydney,Australia,Sydney,Gary Neiwand,Australia,NULL,Man,Cycling,Keirin,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Gary Neiwand,Australia,NULL,Man,Cycling,Olympic sprint,Broze
2000,2000 Summergames Sydney,Australia,Sydney,Elena Prodounova,Russia,NULL,Woman,Gymnastics,Team all-around,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Elena Prodounova,Russia,NULL,Woman,Gymnastics,Balance beam,Broze
2000,2000 Summergames Sydney,Australia,Sydney,Klete Keller,United States,NULL,Man,Swimming,4 x 200m freestyle relay,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Klete Keller,United States,NULL,Man,Swimming,400m freestyle,Broze
2000,2000 Summergames Sydney,Australia,Sydney,Liu Guoliang,China,NULL,Man,Table Tennis,Doubles,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Liu Guoliang,China,NULL,Man,Table Tennis,Singles,Broze
2000,2000 Summergames Sydney,Australia,Sydney,Mai Nakamura,Japan,NULL,Woman,Swimming,100m backstroke,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Mai Nakamura,Japan,NULL,Woman,Swimming,4 x 100m medley relay,Broze
2000,2000 Summergames Sydney,Australia,Sydney,Merlene Ottey,Jamaica,NULL,Woman,Athletics,4 x 100 m relay,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Merlene Ottey,Jamaica,NULL,Woman,Athletics,100 metres,Broze
2000,2000 Summergames Sydney,Australia,Sydney,Rita König,Germany,NULL,Woman,Fencing,Foil,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Rita König,Germany,NULL,Woman,Fencing,Foil team,Broze
2000,2000 Summergames Sydney,Australia,Sydney,Roman Sebrle,Czech Repunlic,NULL,Man,Athletics,Decathlon,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Robert Scheidt,Brazil,NULL,Man,Sailing,Laser,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Rumyana Neykova,Bulgaria,NULL,Woman,Rowing,Single sculls,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Russel Mark,Australia,NULL,Man,Shooting,Double trap,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Rudolf Kraj,Czech Repunlic,NULL,Man,Boxing,Light heavyweight,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Ronny Weller,Germany,NULL,Man,Weightlifting,+ 105 kg,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Roxana Maracineanu,France,NULL,Woman,Swimming,200m backstroke,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Petr Malek,Czech Repunlic,NULL,Man,Shooting,Skeet,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Raema Lisa Rumbewas,Indonesia,NULL,Woman,Weightlifting,48 kg,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Rafael Lozano,Spain,NULL,Man,Boxing,Light flyweight,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Raimkul Malakhbekov,Russia,NULL,Man,Boxing,Bantamweight,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Rita Koban,Hungary,NULL,Woman,Canoeing,K-4 500 metres,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Ricardo Juarez,United States,NULL,Man,Boxing,Featherweight,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Ricardo Williams,United States,NULL,Man,Boxing,Light welterweight,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Ralf Bissdorf,Germany,NULL,Man,Fencing,Foil,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Pippa Funnell,Great Britain,NULL,Woman,Equestrian,Eventing team,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Olaf Tufte,Norway,NULL,Man,Rowing,Double sculls,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Oleg Moldovan,Moldova,NULL,Man,Shooting,Running target,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Noe Hernandez,Mexico,NULL,Man,Athletics,20 km walk,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Noriko Narazaki,Japan,NULL,Woman,Judo,48-52 kg,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Nicola Vizzoni,Italy,NULL,Man,Athletics,Hammer throw,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Nicolas Gill,Canada,NULL,Man,Judo,90-100 kg,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Natalia Ivanova,Russia,NULL,Woman,Taekwondo,+ 67 kg,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Oksana Grishina,Russia,NULL,Woman,Cycling,Sprint,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Oksana Tsyhuleva,Ukraine,NULL,Woman,Gymnastics,Trampoline individual,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Olena Sadovnycha,Ukraine,NULL,Woman,Archery,Team,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Olga Kuzenkova,Russia,NULL,Woman,Athletics,Hammer throw,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Paul Ratcliffe,Great Britain,NULL,Man,Canoeing,K-1 slalom,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Paul Tergat,Kenya,NULL,Man,Athletics,10000 metres,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Szymon Kolecki,Poland,NULL,Man,Weightlifting,94 kg,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Tatiana Grigorieva,Australia,NULL,Woman,Athletics,Pole vault,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Tatyana Goldobina,Russia,NULL,Woman,Shooting,"Small-bore rifle, 3 positions",Silver
2000,2000 Summergames Sydney,Australia,Sydney,Svetlana Demina,Russia,NULL,Woman,Shooting,Skeet,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Sylwia Gruchala,Poland,NULL,Woman,Fencing,Foil team,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Susanthika Jayasinghe,Sri Lanka,NULL,Woman,Athletics,200 metres,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Steve Backley,Great Britain,NULL,Man,Athletics,Javelin throw,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Stephanie Graf,Austria,NULL,Woman,Athletics,800 metres,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Stephan Vuckovic,Germany,NULL,Man,Triathlon,Individual,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Stefan Nimke,Germany,NULL,Man,Cycling,Time trial 1000 metres,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Soultanakhmed Ibraguimov,Russia,NULL,Man,Boxing,Heavyweight,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Song-Hui Ri,North-Korea,NULL,Woman,Weightlifting,58 kg,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Sonia O'Sullivan,Ireland,NULL,Woman,Athletics,5000 metres,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Souan El Somayli,Saudi Arabia,NULL,Man,Athletics,400 metre hurdles,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Serafim Barzakov,Bulgaria,NULL,Man,Wrestling,- 63 kg freestyle,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Sandor Istvan Bardosi,Hungary,NULL,Man,Wrestling,- 85 kg greco-roman,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Samuel Henson,United States,NULL,Man,Wrestling,- 54 kg freestyle,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Ruth Ogbeifo,Nigeria,NULL,Woman,Weightlifting,75 kg,Silver
2000,2000 Summergames Sydney,Australia,Sydney,Sergey Dotsenko,Ukraine,NULL,Man,Boxing,Welterweight,Silver
