YearOlympic,OlympicName,OlympicCountry,OlympicCity,WinnerName,WinnerNationality,WinnerDateBirth,WinnerGender,Sport,Discipline,Medal
2004,2004 Summergames Athens,Greece,Athens,Aaron Peirsol,United States,NULL,Man,Swimming,100m backstroke,Gold
2004,2004 Summergames Athens,Greece,Athens,Aaron Peirsol,United States,NULL,Man,Swimming,200m backstroke,Gold
2004,2004 Summergames Athens,Greece,Athens,Catalina Ponor,Romania,NULL,Woman,Gymnastics,Balance beam,Gold
2004,2004 Summergames Athens,Greece,Athens,Catalina Ponor,Romania,NULL,Woman,Gymnastics,Floor,Gold
2004,2004 Summergames Athens,Greece,Athens,Catalina Ponor,Romania,NULL,Woman,Gymnastics,Team all-around,Gold
2004,2004 Summergames Athens,Greece,Athens,Jodie Henry,Australia,NULL,Woman,Swimming,100m freestyle,Gold
2004,2004 Summergames Athens,Greece,Athens,Jodie Henry,Australia,NULL,Woman,Swimming,4 x 100m freestyle relay,Gold
2004,2004 Summergames Athens,Greece,Athens,Jodie Henry,Australia,NULL,Woman,Swimming,4 x 100m medley relay,Gold
2004,2004 Summergames Athens,Greece,Athens,Natalie Coughlin,United States,NULL,Woman,Swimming,4 x 200m freestyle relay,Gold
2004,2004 Summergames Athens,Greece,Athens,Natalie Coughlin,United States,NULL,Woman,Swimming,100m backstroke,Gold
2004,2004 Summergames Athens,Greece,Athens,Natalie Coughlin,United States,NULL,Woman,Swimming,4 x 100m freestyle relay,Silver
2004,2004 Summergames Athens,Greece,Athens,Natalie Coughlin,United States,NULL,Woman,Swimming,4 x 100m medley relay,Silver
2004,2004 Summergames Athens,Greece,Athens,Natalie Coughlin,United States,NULL,Woman,Swimming,100m freestyle,Broze
2004,2004 Summergames Athens,Greece,Athens,Ian Thorpe,Australia,NULL,Man,Swimming,200m freestyle,Gold
2004,2004 Summergames Athens,Greece,Athens,Ian Thorpe,Australia,NULL,Man,Swimming,400m freestyle,Gold
2004,2004 Summergames Athens,Greece,Athens,Ian Thorpe,Australia,NULL,Man,Swimming,4 x 200m freestyle relay,Silver
2004,2004 Summergames Athens,Greece,Athens,Ian Thorpe,Australia,NULL,Man,Swimming,100m freestyle,Broze
2004,2004 Summergames Athens,Greece,Athens,Kosuke Kitajima,Japan,NULL,Man,Swimming,100m breaststroke,Gold
2004,2004 Summergames Athens,Greece,Athens,Kosuke Kitajima,Japan,NULL,Man,Swimming,200m breaststroke,Gold
2004,2004 Summergames Athens,Greece,Athens,Kosuke Kitajima,Japan,NULL,Man,Swimming,4 x 100m medley relay,Broze
2004,2004 Summergames Athens,Greece,Athens,Veronica Campbell-Brown,Jamaica,NULL,Woman,Athletics,4 x 100 m relay,Gold
2004,2004 Summergames Athens,Greece,Athens,Veronica Campbell-Brown,Jamaica,NULL,Woman,Athletics,200 metres,Gold
2004,2004 Summergames Athens,Greece,Athens,Veronica Campbell-Brown,Jamaica,NULL,Woman,Athletics,100 metres,Broze
2004,2004 Summergames Athens,Greece,Athens,Yana Klochkova,Ukraine,NULL,Woman,Swimming,200m medley,Gold
2004,2004 Summergames Athens,Greece,Athens,Yana Klochkova,Ukraine,NULL,Woman,Swimming,400m medley,Gold
2004,2004 Summergames Athens,Greece,Athens,Zhang Yining,China,NULL,Woman,Table Tennis,Singles,Gold
2004,2004 Summergames Athens,Greece,Athens,Zhang Yining,China,NULL,Woman,Table Tennis,Doubles,Gold
2004,2004 Summergames Athens,Greece,Athens,Kelly Holmes,Great Britain,NULL,Woman,Athletics,1500 metres,Gold
2004,2004 Summergames Athens,Greece,Athens,Kelly Holmes,Great Britain,NULL,Woman,Athletics,800 metres,Gold
2004,2004 Summergames Athens,Greece,Athens,Natasa Janics,Hungary,NULL,Woman,Canoeing,K-1 500 metres,Gold
2004,2004 Summergames Athens,Greece,Athens,Natasa Janics,Hungary,NULL,Woman,Canoeing,K-2 500 metres,Gold
2004,2004 Summergames Athens,Greece,Athens,Monica Rosu,Romania,NULL,Woman,Gymnastics,Vault,Gold
2004,2004 Summergames Athens,Greece,Athens,Monica Rosu,Romania,NULL,Woman,Gymnastics,Team all-around,Gold
2004,2004 Summergames Athens,Greece,Athens,Nicolas Massu,Chile,NULL,Man,Tennis,Singles,Gold
2004,2004 Summergames Athens,Greece,Athens,Nicolas Massu,Chile,NULL,Man,Tennis,Doubles,Gold
2004,2004 Summergames Athens,Greece,Athens,Park Sung-Hyun,South Korea,NULL,Woman,Archery,Individual,Gold
2004,2004 Summergames Athens,Greece,Athens,Park Sung-Hyun,South Korea,NULL,Woman,Archery,Team,Gold
2004,2004 Summergames Athens,Greece,Athens,Ryan Bayley,Australia,NULL,Man,Cycling,Keirin,Gold
2004,2004 Summergames Athens,Greece,Athens,Ryan Bayley,Australia,NULL,Man,Cycling,Sprint,Gold
2004,2004 Summergames Athens,Greece,Athens,Hichan El Guerrouj,Morocco,NULL,Man,Athletics,1500 metres,Gold
2004,2004 Summergames Athens,Greece,Athens,Hichan El Guerrouj,Morocco,NULL,Man,Athletics,5000 metres,Gold
2004,2004 Summergames Athens,Greece,Athens,Jingjing Guo,China,NULL,Woman,Diving,Synchronized 3 metre springboard,Gold
2004,2004 Summergames Athens,Greece,Athens,Jingjing Guo,China,NULL,Woman,Diving,3 metre springboard,Gold
2004,2004 Summergames Athens,Greece,Athens,Jeremy Wariner,United States,NULL,Man,Athletics,400 metres,Gold
2004,2004 Summergames Athens,Greece,Athens,Jeremy Wariner,United States,NULL,Man,Athletics,4 x 400 m relay,Gold
2004,2004 Summergames Athens,Greece,Athens,Grant Hackett,Australia,NULL,Man,Swimming,1500m freestyle,Gold
2004,2004 Summergames Athens,Greece,Athens,Grant Hackett,Australia,NULL,Man,Swimming,4 x 200m freestyle relay,Silver
2004,2004 Summergames Athens,Greece,Athens,Grant Hackett,Australia,NULL,Man,Swimming,400m freestyle,Silver
2004,2004 Summergames Athens,Greece,Athens,Carly Patterson,United States,NULL,Woman,Gymnastics,Individual all-around,Gold
2004,2004 Summergames Athens,Greece,Athens,Carly Patterson,United States,NULL,Woman,Gymnastics,Balance beam,Silver
2004,2004 Summergames Athens,Greece,Athens,Carly Patterson,United States,NULL,Woman,Gymnastics,Team all-around,Silver
2004,2004 Summergames Athens,Greece,Athens,Amanda Beard,United States,NULL,Woman,Swimming,200m breaststroke,Gold
2004,2004 Summergames Athens,Greece,Athens,Amanda Beard,United States,NULL,Woman,Swimming,200m medley,Silver
2004,2004 Summergames Athens,Greece,Athens,Amanda Beard,United States,NULL,Woman,Swimming,4 x 100m medley relay,Silver
2004,2004 Summergames Athens,Greece,Athens,Paul Hamm,United States,NULL,Man,Gymnastics,Individual all-around,Gold
2004,2004 Summergames Athens,Greece,Athens,Paul Hamm,United States,NULL,Man,Gymnastics,Horizontal bar,Silver
2004,2004 Summergames Athens,Greece,Athens,Paul Hamm,United States,NULL,Man,Gymnastics,Team all-around,Silver
2004,2004 Summergames Athens,Greece,Athens,Pieter van den Hoogenband,Netherlands,NULL,Man,Swimming,100m freestyle,Gold
2004,2004 Summergames Athens,Greece,Athens,Pieter van den Hoogenband,Netherlands,NULL,Man,Swimming,200m freestyle,Silver
2004,2004 Summergames Athens,Greece,Athens,Pieter van den Hoogenband,Netherlands,NULL,Man,Swimming,4 x 100m freestyle relay,Silver
2004,2004 Summergames Athens,Greece,Athens,Otylia Jedrzejczak,Poland,NULL,Woman,Swimming,200m butterfly,Gold
2004,2004 Summergames Athens,Greece,Athens,Otylia Jedrzejczak,Poland,NULL,Woman,Swimming,100m butterfly,Silver
2004,2004 Summergames Athens,Greece,Athens,Otylia Jedrzejczak,Poland,NULL,Woman,Swimming,400m freestyle,Silver
2004,2004 Summergames Athens,Greece,Athens,Inge de Bruin,Netherlands,NULL,Woman,Swimming,50m freestyle,Gold
2004,2004 Summergames Athens,Greece,Athens,Inge de Bruin,Netherlands,NULL,Woman,Swimming,100m freestyle,Silver
2004,2004 Summergames Athens,Greece,Athens,Inge de Bruin,Netherlands,NULL,Woman,Swimming,100m butterfly,Broze
2004,2004 Summergames Athens,Greece,Athens,Inge de Bruin,Netherlands,NULL,Woman,Swimming,4 x 100m freestyle relay,Broze
2004,2004 Summergames Athens,Greece,Athens,Ian Crocker,United States,NULL,Man,Swimming,4 x 100m medley relay,Gold
2004,2004 Summergames Athens,Greece,Athens,Ian Crocker,United States,NULL,Man,Swimming,100m butterfly,Silver
2004,2004 Summergames Athens,Greece,Athens,Ian Crocker,United States,NULL,Man,Swimming,4 x 100m freestyle relay,Broze
2004,2004 Summergames Athens,Greece,Athens,Bradley Wiggins,Great Britain,NULL,Man,Cycling,Individual pursuit,Gold
2004,2004 Summergames Athens,Greece,Athens,Bradley Wiggins,Great Britain,NULL,Man,Cycling,Team pursuit,Silver
2004,2004 Summergames Athens,Greece,Athens,Bradley Wiggins,Great Britain,NULL,Man,Cycling,Madison,Broze
2004,2004 Summergames Athens,Greece,Athens,Brendan Hansen,United States,NULL,Man,Swimming,4 x 100m medley relay,Gold
2004,2004 Summergames Athens,Greece,Athens,Brendan Hansen,United States,NULL,Man,Swimming,100m breaststroke,Silver
2004,2004 Summergames Athens,Greece,Athens,Brendan Hansen,United States,NULL,Man,Swimming,200m breaststroke,Broze
2004,2004 Summergames Athens,Greece,Athens,Roland Schoeman,South Africa,NULL,Man,Swimming,4 x 100m freestyle relay,Gold
2004,2004 Summergames Athens,Greece,Athens,Roland Schoeman,South Africa,NULL,Man,Swimming,100m freestyle,Silver
2004,2004 Summergames Athens,Greece,Athens,Roland Schoeman,South Africa,NULL,Man,Swimming,50m freestyle,Broze
2004,2004 Summergames Athens,Greece,Athens,Justin Gatlin,United States,NULL,Man,Athletics,100 metres,Gold
2004,2004 Summergames Athens,Greece,Athens,Justin Gatlin,United States,NULL,Man,Athletics,4 x 100 m relay,Silver
2004,2004 Summergames Athens,Greece,Athens,Justin Gatlin,United States,NULL,Man,Athletics,200 metres,Broze
2004,2004 Summergames Athens,Greece,Athens,Kaitlin Sandeno,United States,NULL,Woman,Swimming,4 x 200m freestyle relay,Gold
2004,2004 Summergames Athens,Greece,Athens,Kaitlin Sandeno,United States,NULL,Woman,Swimming,400m medley,Silver
2004,2004 Summergames Athens,Greece,Athens,Kaitlin Sandeno,United States,NULL,Woman,Swimming,400m freestyle,Broze
2004,2004 Summergames Athens,Greece,Athens,Kirsty Coventry,Zimbabwe,NULL,Woman,Swimming,200m backstroke,Gold
2004,2004 Summergames Athens,Greece,Athens,Kirsty Coventry,Zimbabwe,NULL,Woman,Swimming,100m backstroke,Silver
2004,2004 Summergames Athens,Greece,Athens,Kirsty Coventry,Zimbabwe,NULL,Woman,Swimming,200m medley,Broze
2004,2004 Summergames Athens,Greece,Athens,Laure Manaudou,France,NULL,Woman,Swimming,400m freestyle,Gold
2004,2004 Summergames Athens,Greece,Athens,Laure Manaudou,France,NULL,Woman,Swimming,800m freestyle,Silver
2004,2004 Summergames Athens,Greece,Athens,Laure Manaudou,France,NULL,Woman,Swimming,100m backstroke,Broze
2004,2004 Summergames Athens,Greece,Athens,Leisel Jones,Australia,NULL,Woman,Swimming,4 x 100m medley relay,Gold
2004,2004 Summergames Athens,Greece,Athens,Leisel Jones,Australia,NULL,Woman,Swimming,200m breaststroke,Silver
2004,2004 Summergames Athens,Greece,Athens,Leisel Jones,Australia,NULL,Woman,Swimming,100m breaststroke,Broze
2004,2004 Summergames Athens,Greece,Athens,Lee Sung-Jin,South Korea,NULL,Woman,Archery,Team,Gold
2004,2004 Summergames Athens,Greece,Athens,Lee Sung-Jin,South Korea,NULL,Woman,Archery,Individual,Silver
2004,2004 Summergames Athens,Greece,Athens,Leslie Law,Great Britain,NULL,Woman,Equestrian,Eventing individual,Gold
2004,2004 Summergames Athens,Greece,Athens,Leslie Law,Great Britain,NULL,Woman,Equestrian,Eventing team,Silver
2004,2004 Summergames Athens,Greece,Athens,Lao Lishi,China,NULL,Woman,Diving,Synchronized 10 metre platform,Gold
2004,2004 Summergames Athens,Greece,Athens,Lao Lishi,China,NULL,Woman,Diving,10 metre platform,Silver
2004,2004 Summergames Athens,Greece,Athens,Kenenisa Bekele,Ethiopia,NULL,Man,Athletics,10000 metres,Gold
2004,2004 Summergames Athens,Greece,Athens,Kenenisa Bekele,Ethiopia,NULL,Man,Athletics,5000 metres,Silver
2004,2004 Summergames Athens,Greece,Athens,Mikhail Nestruev,Russia,NULL,Man,Shooting,Free pistol,Gold
2004,2004 Summergames Athens,Greece,Athens,Mikhail Nestruev,Russia,NULL,Man,Shooting,Air pistol,Silver
2004,2004 Summergames Athens,Greece,Athens,Minxia Wu,China,NULL,Woman,Diving,Synchronized 3 metre springboard,Gold
2004,2004 Summergames Athens,Greece,Athens,Minxia Wu,China,NULL,Woman,Diving,3 metre springboard,Silver
2004,2004 Summergames Athens,Greece,Athens,Lyubov Galkina,Russia,NULL,Woman,Shooting,"Small-bore rifle, 3 positions",Gold
2004,2004 Summergames Athens,Greece,Athens,Lyubov Galkina,Russia,NULL,Woman,Shooting,Air rifle,Silver
2004,2004 Summergames Athens,Greece,Athens,Ryan Lochte,United States,NULL,Man,Swimming,4 x 200m freestyle relay,Gold
2004,2004 Summergames Athens,Greece,Athens,Ryan Lochte,United States,NULL,Man,Swimming,200m medley,Silver
2004,2004 Summergames Athens,Greece,Athens,Salvatore Sanzo,Italy,NULL,Man,Fencing,Foil team,Gold
2004,2004 Summergames Athens,Greece,Athens,Salvatore Sanzo,Italy,NULL,Man,Fencing,Foil,Silver
2004,2004 Summergames Athens,Greece,Athens,Shawn Crawford,United States,NULL,Man,Athletics,200 metres,Gold
2004,2004 Summergames Athens,Greece,Athens,Shawn Crawford,United States,NULL,Man,Athletics,4 x 100 m relay,Silver
2004,2004 Summergames Athens,Greece,Athens,Nicoleta Daniela Sofronie,Romania,NULL,Woman,Gymnastics,Team all-around,Gold
2004,2004 Summergames Athens,Greece,Athens,Nicoleta Daniela Sofronie,Romania,NULL,Woman,Gymnastics,Floor,Silver
2004,2004 Summergames Athens,Greece,Athens,Otis Harris,United States,NULL,Man,Athletics,4 x 400 m relay,Gold
2004,2004 Summergames Athens,Greece,Athens,Otis Harris,United States,NULL,Man,Athletics,400 metres,Silver
2004,2004 Summergames Athens,Greece,Athens,Brooke Hanson,Australia,NULL,Woman,Swimming,4 x 100m medley relay,Gold
2004,2004 Summergames Athens,Greece,Athens,Brooke Hanson,Australia,NULL,Woman,Swimming,100m breaststroke,Silver
2004,2004 Summergames Athens,Greece,Athens,Birgit Fischer,Germany,NULL,Woman,Canoeing,K-4 500 metres,Gold
2004,2004 Summergames Athens,Greece,Athens,Birgit Fischer,Germany,NULL,Woman,Canoeing,K-2 500 metres,Silver
2004,2004 Summergames Athens,Greece,Athens,Bradley McGee,Australia,NULL,Man,Cycling,Team pursuit,Gold
2004,2004 Summergames Athens,Greece,Athens,Bradley McGee,Australia,NULL,Man,Cycling,Individual pursuit,Silver
2004,2004 Summergames Athens,Greece,Athens,Chris Kappler,United States,NULL,Man,Equestrian,Jumping team,Gold
2004,2004 Summergames Athens,Greece,Athens,Chris Kappler,United States,NULL,Man,Equestrian,Jumping individual,Silver
2004,2004 Summergames Athens,Greece,Athens,David Cal,Spain,NULL,Man,Canoeing,C-1 1000 metres,Gold
2004,2004 Summergames Athens,Greece,Athens,David Cal,Spain,NULL,Man,Canoeing,C-1 500 metres,Silver
2004,2004 Summergames Athens,Greece,Athens,Aldo Montano,Italy,NULL,Man,Fencing,Sabre,Gold
2004,2004 Summergames Athens,Greece,Athens,Aldo Montano,Italy,NULL,Man,Fencing,Sabre team,Silver
2004,2004 Summergames Athens,Greece,Athens,Andreas Dittmer,Germany,NULL,Man,Canoeing,C-1 500 metres,Gold
2004,2004 Summergames Athens,Greece,Athens,Andreas Dittmer,Germany,NULL,Man,Canoeing,C-1 1000 metres,Silver
2004,2004 Summergames Athens,Greece,Athens,Hiroyuki Tomita,Japan,NULL,Man,Gymnastics,Team all-around,Gold
2004,2004 Summergames Athens,Greece,Athens,Hiroyuki Tomita,Japan,NULL,Man,Gymnastics,Parallel bars,Silver
2004,2004 Summergames Athens,Greece,Athens,Ulla Salzgeber,Germany,NULL,Woman,Equestrian,Dressage team,Gold
2004,2004 Summergames Athens,Greece,Athens,Ulla Salzgeber,Germany,NULL,Woman,Equestrian,Dressage individual,Silver
2004,2004 Summergames Athens,Greece,Athens,Gary Hall jr.,United States,NULL,Man,Swimming,50m freestyle,Gold
2004,2004 Summergames Athens,Greece,Athens,Gary Hall jr.,United States,NULL,Man,Swimming,4 x 100m freestyle relay,Broze
2004,2004 Summergames Athens,Greece,Athens,Erik Veras Larsen,Norway,NULL,Man,Canoeing,K-1 1000 metres,Gold
2004,2004 Summergames Athens,Greece,Athens,Erik Veras Larsen,Norway,NULL,Man,Canoeing,K-2 1000 metres,Broze
2004,2004 Summergames Athens,Greece,Athens,Fernando Gonzalez,Chile,NULL,Man,Tennis,Doubles,Gold
2004,2004 Summergames Athens,Greece,Athens,Fernando Gonzalez,Chile,NULL,Man,Tennis,Singles,Broze
2004,2004 Summergames Athens,Greece,Athens,Isao Yoneda,Japan,NULL,Man,Gymnastics,Team all-around,Gold
2004,2004 Summergames Athens,Greece,Athens,Isao Yoneda,Japan,NULL,Man,Gymnastics,Horizontal bar,Broze
2004,2004 Summergames Athens,Greece,Athens,Jason Lezak,United States,NULL,Man,Swimming,4 x 100m medley relay,Gold
2004,2004 Summergames Athens,Greece,Athens,Jason Lezak,United States,NULL,Man,Swimming,4 x 100m freestyle relay,Broze
2004,2004 Summergames Athens,Greece,Athens,Anna Meares,Australia,NULL,Woman,Cycling,Time trial 500 metres,Gold
2004,2004 Summergames Athens,Greece,Athens,Anna Meares,Australia,NULL,Woman,Cycling,Sprint,Broze
2004,2004 Summergames Athens,Greece,Athens,Andrea Cassara,Italy,NULL,Man,Fencing,Foil team,Gold
2004,2004 Summergames Athens,Greece,Athens,Andrea Cassara,Italy,NULL,Man,Fencing,Foil,Broze
2004,2004 Summergames Athens,Greece,Athens,Adam van Koeverden,Canada,NULL,Man,Canoeing,K-1 500 metres,Gold
2004,2004 Summergames Athens,Greece,Athens,Adam van Koeverden,Canada,NULL,Man,Canoeing,K-1 1000 metres,Broze
2004,2004 Summergames Athens,Greece,Athens,Alexandra Eremia,Romania,NULL,Woman,Gymnastics,Team all-around,Gold
2004,2004 Summergames Athens,Greece,Athens,Alexandra Eremia,Romania,NULL,Woman,Gymnastics,Balance beam,Broze
2004,2004 Summergames Athens,Greece,Athens,Derrick Brew,United States,NULL,Man,Athletics,4 x 400 m relay,Gold
2004,2004 Summergames Athens,Greece,Athens,Derrick Brew,United States,NULL,Man,Athletics,400 metres,Broze
2004,2004 Summergames Athens,Greece,Athens,Chantelle Newbery,Australia,NULL,Woman,Diving,10 metre platform,Gold
2004,2004 Summergames Athens,Greece,Athens,Chantelle Newbery,Australia,NULL,Woman,Diving,Synchronized 3 metre springboard,Broze
2004,2004 Summergames Athens,Greece,Athens,Rene Wolff,Germany,NULL,Man,Cycling,Olympic sprint,Gold
2004,2004 Summergames Athens,Greece,Athens,Rene Wolff,Germany,NULL,Man,Cycling,Sprint,Broze
2004,2004 Summergames Athens,Greece,Athens,Olga Slyusareva,Russia,NULL,Woman,Cycling,Points race,Gold
2004,2004 Summergames Athens,Greece,Athens,Olga Slyusareva,Russia,NULL,Woman,Cycling,Road race,Broze
2004,2004 Summergames Athens,Greece,Athens,Stefan Nimke,Germany,NULL,Man,Cycling,Olympic sprint,Gold
2004,2004 Summergames Athens,Greece,Athens,Stefan Nimke,Germany,NULL,Man,Cycling,Time trial 1000 metres,Broze
2004,2004 Summergames Athens,Greece,Athens,Takehiro Kashima,Japan,NULL,Man,Gymnastics,Team all-around,Gold
2004,2004 Summergames Athens,Greece,Athens,Takehiro Kashima,Japan,NULL,Man,Gymnastics,Pommel horse,Broze
2004,2004 Summergames Athens,Greece,Athens,Tatyana Lebedeva,Russia,NULL,Woman,Athletics,Long jump,Gold
2004,2004 Summergames Athens,Greece,Athens,Tatyana Lebedeva,Russia,NULL,Woman,Athletics,Triple jump,Broze
2004,2004 Summergames Athens,Greece,Athens,Leontien Zijlaard-van Moorsel,Netherlands,NULL,Woman,Cycling,Time trial road,Gold
2004,2004 Summergames Athens,Greece,Athens,Leontien Zijlaard-van Moorsel,Netherlands,NULL,Woman,Cycling,Individual pursuit,Broze
2004,2004 Summergames Athens,Greece,Athens,Maria Grozdeva,Bulgaria,NULL,Woman,Shooting,Sport pistol,Gold
2004,2004 Summergames Athens,Greece,Athens,Maria Grozdeva,Bulgaria,NULL,Woman,Shooting,Air pistol,Broze
2004,2004 Summergames Athens,Greece,Athens,Klete Keller,United States,NULL,Man,Swimming,4 x 200m freestyle relay,Gold
2004,2004 Summergames Athens,Greece,Athens,Klete Keller,United States,NULL,Man,Swimming,400m freestyle,Broze
2004,2004 Summergames Athens,Greece,Athens,Liang Tian,China,NULL,Man,Diving,Synchronized 10 metre platform,Gold
2004,2004 Summergames Athens,Greece,Athens,Liang Tian,China,NULL,Man,Diving,10 metre platform,Broze
2004,2004 Summergames Athens,Greece,Athens,Libby Trickett,Australia,NULL,Woman,Swimming,4 x 100m freestyle relay,Gold
2004,2004 Summergames Athens,Greece,Athens,Libby Trickett,Australia,NULL,Woman,Swimming,50m freestyle,Broze
2004,2004 Summergames Athens,Greece,Athens,Liu Chunhong,China,NULL,Woman,Weightlifting,69 kg,Gold
2004,2004 Summergames Athens,Greece,Athens,Lee Won-Hee,South Korea,NULL,Man,Judo,66-73 kg,Gold
2004,2004 Summergames Athens,Greece,Athens,Lenny Krayzelburg,United States,NULL,Man,Swimming,4 x 100m medley relay,Gold
2004,2004 Summergames Athens,Greece,Athens,Koji Murofushi,Japan,NULL,Man,Athletics,Hammer throw,Gold
2004,2004 Summergames Athens,Greece,Athens,Kyle Shewfelt,Canada,NULL,Man,Gymnastics,Floor,Gold
2004,2004 Summergames Athens,Greece,Athens,Kimberley Rhode,United States,NULL,Woman,Shooting,Double trap,Gold
2004,2004 Summergames Athens,Greece,Athens,Kate Allen,Austria,NULL,Woman,Triathlon,Individual,Gold
2004,2004 Summergames Athens,Greece,Athens,Katrin Rutschow-Stomporowski,Germany,NULL,Woman,Rowing,Single sculls,Gold
2004,2004 Summergames Athens,Greece,Athens,Katrin Wagner-Augustin,Germany,NULL,Woman,Canoeing,K-4 500 metres,Gold
2004,2004 Summergames Athens,Greece,Athens,Keiji Suzuki,Japan,NULL,Man,Judo,+ 100 kg,Gold
2004,2004 Summergames Athens,Greece,Athens,Khadjimourat Gatsalov,Russia,NULL,Man,Wrestling,84-96 kg freestyle,Gold
2004,2004 Summergames Athens,Greece,Athens,Khasan Baroev,Russia,NULL,Man,Wrestling,96-120 kg greco-roman,Gold
2004,2004 Summergames Athens,Greece,Athens,Kaori Icho,Japan,NULL,Woman,Wrestling,55-63 kg freestyle,Gold
2004,2004 Summergames Athens,Greece,Athens,Karam Ibrahim,Egypt,NULL,Man,Wrestling,84-96 kg greco-roman,Gold
2004,2004 Summergames Athens,Greece,Athens,Justin Henin,Belgium,NULL,Woman,Tennis,Singles,Gold
2004,2004 Summergames Athens,Greece,Athens,Yulia Nesterenko,Belarus,NULL,Woman,Athletics,100 metres,Gold
2004,2004 Summergames Athens,Greece,Athens,Julien Absalon,France,NULL,Man,Cycling,Mountain bike cross country,Gold
2004,2004 Summergames Athens,Greece,Athens,Yuriy Bilonog,Ukraine,NULL,Man,Athletics,Shot put,Gold
2004,2004 Summergames Athens,Greece,Athens,Yuri Borzakovskiy,Russia,NULL,Man,Athletics,800 metres,Gold
2004,2004 Summergames Athens,Greece,Athens,Maki Tsukada,Japan,NULL,Woman,Judo,+ 78 kg,Gold
2004,2004 Summergames Athens,Greece,Athens,Mariel Zagunis,United States,NULL,Woman,Fencing,Sabre,Gold
2004,2004 Summergames Athens,Greece,Athens,Mario Cesar Kindelan Mesa,Cuba,NULL,Man,Boxing,Lightweight,Gold
2004,2004 Summergames Athens,Greece,Athens,Masae Ueno,Japan,NULL,Woman,Judo,63-70 kg,Gold
2004,2004 Summergames Athens,Greece,Athens,Masato Uchishiba,Japan,NULL,Man,Judo,60-66 kg,Gold
2004,2004 Summergames Athens,Greece,Athens,Liu Xiang,China,NULL,Man,Athletics,110 metre hurdles,Gold
2004,2004 Summergames Athens,Greece,Athens,Luo Wei,China,NULL,Woman,Taekwondo,57-67 kg,Gold
2004,2004 Summergames Athens,Greece,Athens,Luo Xuejuan,China,NULL,Woman,Swimming,100m breaststroke,Gold
2004,2004 Summergames Athens,Greece,Athens,Ma Lin,China,NULL,Man,Table Tennis,Doubles,Gold
2004,2004 Summergames Athens,Greece,Athens,Lori-Ann Muenzer,Canada,NULL,Woman,Cycling,Sprint,Gold
2004,2004 Summergames Athens,Greece,Athens,Manfred Kurzer,Germany,NULL,Man,Shooting,Running target,Gold
2004,2004 Summergames Athens,Greece,Athens,Manus Boonjumnong,Thailand,NULL,Man,Boxing,Light welterweight,Gold
2004,2004 Summergames Athens,Greece,Athens,Marcel Fischer,Switzerland,NULL,Man,Fencing,Épée,Gold
2004,2004 Summergames Athens,Greece,Athens,Marco Galiazzo,Italy,NULL,Man,Archery,Individual,Gold
2004,2004 Summergames Athens,Greece,Athens,Milen Dobrev,Bulgaria,NULL,Man,Weightlifting,94 kg,Gold
2004,2004 Summergames Athens,Greece,Athens,Mizuki Noguchi,Japan,NULL,Woman,Athletics,Marathon,Gold
2004,2004 Summergames Athens,Greece,Athens,Mavlet Batirov,Russia,NULL,Man,Wrestling,- 55 kg freestyle,Gold
2004,2004 Summergames Athens,Greece,Athens,Mi-Jin Yun,South Korea,NULL,Woman,Archery,Team,Gold
2004,2004 Summergames Athens,Greece,Athens,Mikhail Ignatyev,Russia,NULL,Man,Cycling,Points race,Gold
2004,2004 Summergames Athens,Greece,Athens,Matthew Emmons,United States,NULL,Man,Shooting,"Small-bore rifle, prone",Gold
2004,2004 Summergames Athens,Greece,Athens,Meseret Defar,Ethiopia,NULL,Woman,Athletics,5000 metres,Gold
2004,2004 Summergames Athens,Greece,Athens,Stefan Holm,Sweden,NULL,Man,Athletics,High jump,Gold
2004,2004 Summergames Athens,Greece,Athens,Taufik Hidayat,Indonesia,NULL,Man,Badminton,Singles,Gold
2004,2004 Summergames Athens,Greece,Athens,Tadahiro Nomura,Japan,NULL,Man,Judo,- 60 kg,Gold
2004,2004 Summergames Athens,Greece,Athens,Taner Sagir,Turkey,NULL,Man,Weightlifting,77 kg,Gold
2004,2004 Summergames Athens,Greece,Athens,Tang Gonghong,China,NULL,Woman,Weightlifting,+ 75 kg,Gold
2004,2004 Summergames Athens,Greece,Athens,Tanya Lawrence,Jamaica,NULL,Woman,Athletics,4 x 100 m relay,Gold
2004,2004 Summergames Athens,Greece,Athens,Suzanne Balogh,Australia,NULL,Woman,Shooting,Trap,Gold
2004,2004 Summergames Athens,Greece,Athens,Stefano Baldini,Italy,NULL,Man,Athletics,Marathon,Gold
2004,2004 Summergames Athens,Greece,Athens,Steven Lopez,United States,NULL,Man,Taekwondo,68-80 kg,Gold
2004,2004 Summergames Athens,Greece,Athens,Stuart O'Grady,Australia,NULL,Man,Cycling,Madison,Gold
2004,2004 Summergames Athens,Greece,Athens,Sherone Simpson,Jamaica,NULL,Woman,Athletics,4 x 100 m relay,Gold
2004,2004 Summergames Athens,Greece,Athens,Shi Zhiyong,China,NULL,Man,Weightlifting,62 kg,Gold
2004,2004 Summergames Athens,Greece,Athens,Shirley Robertson,Great Britain,NULL,Woman,Sailing,Yngling,Gold
2004,2004 Summergames Athens,Greece,Athens,Siren Sundby,Norway,NULL,Woman,Sailing,Europe,Gold
